Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alan ,2020-07-22 02:08:15,00:00:06,,Dark: Temporada 1: Passado e presente (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alan ,2020-07-20 02:41:21,01:37:41,,À Procura da Felicidade,,Panasonic 2016 sLD8a TV Smart TV,01:53:46,Not latest view,BR (Brazil)
Alan ,2020-07-19 06:18:25,00:16:30,,À Procura da Felicidade,,Panasonic 2016 sLD8a TV Smart TV,00:16:30,Not latest view,BR (Brazil)
Alan ,2020-07-18 19:20:11,00:28:18,,Breaking Bad: Temporada 2: Better Call Saul (Episódio 8),,Panasonic 2016 sLD8a TV Smart TV,00:28:31,Not latest view,BR (Brazil)
Alan ,2020-07-18 18:23:11,00:46:39,,Breaking Bad: Temporada 2: Negro y Azul (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:46:43,00:46:43,BR (Brazil)
Alan ,2020-07-18 17:36:14,00:46:32,Autoplayed: user action: Unspecified; ,Breaking Bad: Temporada 2: Peekaboo (Episódio 6),,Panasonic 2016 sLD8a TV Smart TV,00:46:46,00:46:46,BR (Brazil)
Alan ,2020-07-18 16:49:33,00:46:34,,Breaking Bad: Temporada 2: Breakage (Episódio 5),,Panasonic 2016 sLD8a TV Smart TV,00:46:47,00:46:47,BR (Brazil)
Alan ,2020-07-18 16:07:23,00:41:59,,Breaking Bad: Temporada 2: Down (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:46:48,00:46:48,BR (Brazil)
Alan ,2020-07-16 03:37:40,00:21:41,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 1: O abutre (Episódio 5),,Panasonic 2016 sLD8a TV Smart TV,00:21:41,Not latest view,BR (Brazil)
Alan ,2020-07-16 03:15:58,00:21:35,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 1: Novo relacionamento (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:21:37,Not latest view,BR (Brazil)
Alan ,2020-07-16 02:55:18,00:20:27,,Brooklyn Nine-Nine: Temporada 1: No limbo (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:21:45,Not latest view,BR (Brazil)
Alan ,2020-07-14 18:59:13,00:04:36,,Breaking Bad: Temporada 2: Down (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:04:50,Not latest view,BR (Brazil)
Alan ,2020-07-14 18:50:15,00:08:46,,Breaking Bad: Temporada 2: Bit by a Dead Bee (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:46:22,00:46:22,BR (Brazil)
Alan ,2020-07-14 04:26:07,00:30:55,,Breaking Bad: Temporada 2: Bit by a Dead Bee (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:37:38,Not latest view,BR (Brazil)
Alan ,2020-07-14 01:48:19,00:06:28,,Breaking Bad: Temporada 2: Bit by a Dead Bee (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:06:44,Not latest view,BR (Brazil)
Alan ,2020-07-14 00:52:07,00:47:15,Autoplayed: user action: Unspecified; ,Breaking Bad: Temporada 2: Grilled (Episódio 2),,Panasonic 2016 sLD8a TV Smart TV,00:47:17,00:47:17,BR (Brazil)
Alan ,2020-07-14 00:17:53,00:34:03,,Breaking Bad: Temporada 2: Seven Thirty-Seven (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:46:39,00:46:39,BR (Brazil)
Alan ,2020-07-12 04:21:48,00:12:36,Autoplayed: user action: None; ,Breaking Bad: Temporada 2: Seven Thirty-Seven (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:12:38,Not latest view,BR (Brazil)
Alan ,2020-07-12 03:34:52,00:46:47,Autoplayed: user action: Unspecified; ,Breaking Bad: Temporada 1: A No-Rough-Stuff-Type Deal (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:47:06,00:47:06,BR (Brazil)
Alan ,2020-07-12 02:47:30,00:47:18,,Breaking Bad: Temporada 1: Crazy Handful of Nothin' (Episódio 6),,Panasonic 2016 sLD8a TV Smart TV,00:47:35,00:47:35,BR (Brazil)
Alan ,2020-07-12 02:33:55,00:13:06,,Breaking Bad: Temporada 1: Gray Matter (Episódio 5),,Panasonic 2016 sLD8a TV Smart TV,00:47:32,00:47:32,BR (Brazil)
Alan ,2020-07-10 03:41:40,00:38:52,,Breaking Bad: Temporada 1: Gray Matter (Episódio 5),,Panasonic 2016 sLD8a TV Smart TV,00:39:07,Not latest view,BR (Brazil)
Alan ,2020-07-10 02:58:22,00:43:10,,Breaking Bad: Temporada 1: Cancer Man (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:47:34,00:47:34,BR (Brazil)
Alan ,2020-07-10 00:17:54,00:04:21,,Breaking Bad: Temporada 1: Cancer Man (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:04:25,Not latest view,BR (Brazil)
Alan ,2020-07-09 23:30:26,00:47:21,,Breaking Bad: Temporada 1: And the Bag's in the River (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:47:34,00:47:34,BR (Brazil)
Alan ,2020-07-09 22:42:53,00:47:25,,Breaking Bad: Temporada 1: The Cat's in the Bag (Episódio 2),,Panasonic 2016 sLD8a TV Smart TV,00:47:38,00:47:38,BR (Brazil)
Alan ,2020-07-09 21:39:52,00:57:11,,Breaking Bad: Temporada 1: Piloto (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:57:24,00:57:24,BR (Brazil)
Alan ,2020-07-09 19:02:09,00:01:20,,Brooklyn Nine-Nine: Temporada 1: No limbo (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:01:20,Not latest view,BR (Brazil)
Alan ,2020-07-09 18:40:38,00:20:58,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 1: Bem acompanhado (Episódio 2),,Panasonic 2016 sLD8a TV Smart TV,00:20:58,Not latest view,BR (Brazil)
Alan ,2020-07-09 18:17:07,00:23:13,,Brooklyn Nine-Nine: Temporada 1: Piloto (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:22:48,Not latest view,BR (Brazil)
Alan ,2020-07-09 17:56:15,00:19:21,,Space Jam - O Jogo do Século,,Panasonic 2016 sLD8a TV Smart TV,01:21:07,01:21:07,BR (Brazil)
Alan ,2020-07-09 17:51:44,00:01:01,,Space Jam - O Jogo do Século,,Panasonic 2016 sLD8a TV Smart TV,01:01:47,Not latest view,BR (Brazil)
Alan ,2020-07-03 01:48:51,00:19:42,,Space Jam - O Jogo do Século,,Panasonic 2016 sLD8a TV Smart TV,01:00:46,Not latest view,BR (Brazil)
Alan ,2020-07-02 04:41:37,00:13:34,,Space Jam - O Jogo do Século,,Panasonic 2016 sLD8a TV Smart TV,00:41:06,Not latest view,BR (Brazil)
Alan ,2020-06-28 01:53:03,00:27:33,,Space Jam - O Jogo do Século,,Panasonic 2016 sLD8a TV Smart TV,00:27:33,Not latest view,BR (Brazil)
Alan ,2020-06-25 05:00:40,00:00:01,Autoplayed: user action: None; ,Dark: Temporada 1: Vidas duplas (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:00:07,00:00:07,BR (Brazil)
Alan ,2020-06-25 04:17:59,00:42:35,Autoplayed: user action: None; ,Dark: Temporada 1: Passado e presente (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:42:39,Not latest view,BR (Brazil)
Alan ,2020-06-25 03:36:05,00:41:48,Autoplayed: user action: None; ,Dark: Temporada 1: Mentiras (Episódio 2),,Panasonic 2016 sLD8a TV Smart TV,00:41:54,00:41:54,BR (Brazil)
Alan ,2020-06-25 02:55:19,00:40:33,,Dark: Temporada 1: Segredos (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:48:45,00:48:45,BR (Brazil)
Alan ,2020-06-24 19:27:37,00:07:10,,Dark: Temporada 1: Segredos (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:08:13,Not latest view,BR (Brazil)
Alan ,2020-06-24 19:04:32,00:21:25,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 6: O Esquadrão Suicida (Episódio 18),,Panasonic 2016 sLD8a TV Smart TV,00:21:27,Not latest view,BR (Brazil)
Alan ,2020-06-24 18:41:46,00:22:19,,Brooklyn Nine-Nine: Temporada 6: Conversa com um serial killer (Episódio 17),,Panasonic 2016 sLD8a TV Smart TV,00:21:35,Not latest view,BR (Brazil)
Alan ,2020-06-24 18:20:14,00:20:56,,Brooklyn Nine-Nine: Temporada 6: Cinco de maio (Episódio 16),,Panasonic 2016 sLD8a TV Smart TV,00:21:29,Not latest view,BR (Brazil)
Alan ,2020-06-24 07:30:37,00:02:11,,Brooklyn Nine-Nine: Temporada 6: Cinco de maio (Episódio 16),,Panasonic 2016 sLD8a TV Smart TV,00:02:13,Not latest view,BR (Brazil)
Alan ,2020-06-24 07:09:18,00:21:12,,Brooklyn Nine-Nine: Temporada 6: A volta do rei (Episódio 15),,Panasonic 2016 sLD8a TV Smart TV,00:21:32,Not latest view,BR (Brazil)
Alan ,2020-06-24 06:48:35,00:20:36,,Brooklyn Nine-Nine: Temporada 6: O tempo está acabando (Episódio 14),,Panasonic 2016 sLD8a TV Smart TV,00:20:54,Not latest view,BR (Brazil)
Alan ,2020-06-24 06:27:13,00:21:14,,Brooklyn Nine-Nine: Temporada 6: A dondoca (Episódio 13),,Panasonic 2016 sLD8a TV Smart TV,00:21:33,Not latest view,BR (Brazil)
Alan ,2020-06-24 06:05:50,00:21:16,,Brooklyn Nine-Nine: Temporada 6: Trabajunto (Episódio 12),,Panasonic 2016 sLD8a TV Smart TV,00:21:33,Not latest view,BR (Brazil)
Alan ,2020-06-24 05:44:29,00:21:13,,Brooklyn Nine-Nine: Temporada 6: O terapeuta (Episódio 11),,Panasonic 2016 sLD8a TV Smart TV,00:21:33,Not latest view,BR (Brazil)
Alan ,2020-06-24 05:28:44,00:15:31,,Brooklyn Nine-Nine: Temporada 6: Gintars (Episódio 10),,Panasonic 2016 sLD8a TV Smart TV,00:21:32,Not latest view,BR (Brazil)
Alan ,2020-06-24 03:47:57,00:05:43,,Brooklyn Nine-Nine: Temporada 6: Gintars (Episódio 10),,Panasonic 2016 sLD8a TV Smart TV,00:06:01,Not latest view,BR (Brazil)
Alan ,2020-06-24 03:25:41,00:22:01,,Brooklyn Nine-Nine: Temporada 6: A criança de ouro (Episódio 9),,Panasonic 2016 sLD8a TV Smart TV,00:21:33,Not latest view,BR (Brazil)
Alan ,2020-06-24 03:04:16,00:21:14,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 6: A minha palavra contra a dele (Episódio 8),,Panasonic 2016 sLD8a TV Smart TV,00:21:36,Not latest view,BR (Brazil)
Alan ,2020-06-24 02:55:07,00:08:50,,Brooklyn Nine-Nine: Temporada 6: A armadilha (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:21:33,Not latest view,BR (Brazil)
Alan ,2020-06-23 22:14:39,00:12:22,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 6: A armadilha (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:12:43,Not latest view,BR (Brazil)
Alan ,2020-06-23 21:53:03,00:21:29,,Brooklyn Nine-Nine: Temporada 6: A cena do crime (Episódio 6),,Panasonic 2016 sLD8a TV Smart TV,00:21:31,Not latest view,BR (Brazil)
Alan ,2020-06-23 21:29:19,00:21:33,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 6: A história de dois bandidos (Episódio 5),,Panasonic 2016 sLD8a TV Smart TV,00:21:35,Not latest view,BR (Brazil)
Alan ,2020-06-23 20:59:24,00:21:15,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 6: Quatro movimentos (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:21:35,Not latest view,BR (Brazil)
Alan ,2020-06-23 20:37:46,00:21:34,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 6: O dedo-duro (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:21:36,Not latest view,BR (Brazil)
Alan ,2020-06-23 20:06:23,00:21:16,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 6: Hitchcock e Scully (Episódio 2),,Panasonic 2016 sLD8a TV Smart TV,00:21:35,Not latest view,BR (Brazil)
Alan ,2020-06-23 19:45:10,00:15:43,,Brooklyn Nine-Nine: Temporada 6: Lua de mel (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:21:35,Not latest view,BR (Brazil)
Alan ,2020-06-23 08:14:11,00:06:28,,Brooklyn Nine-Nine: Temporada 6: Lua de mel (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:06:47,Not latest view,BR (Brazil)
Alan ,2020-06-23 07:52:31,00:21:34,,Brooklyn Nine-Nine: Temporada 5: Jake e Amy (Episódio 22),,Panasonic 2016 sLD8a TV Smart TV,00:21:53,Not latest view,BR (Brazil)
Alan ,2020-06-23 07:30:58,00:21:24,,Brooklyn Nine-Nine: Temporada 5: Baleia-branca (Episódio 21),,Panasonic 2016 sLD8a TV Smart TV,00:21:42,Not latest view,BR (Brazil)
Alan ,2020-06-23 07:09:49,00:21:01,,Brooklyn Nine-Nine: Temporada 5: Fogo cruzado (Episódio 20),,Panasonic 2016 sLD8a TV Smart TV,00:21:20,Not latest view,BR (Brazil)
Alan ,2020-06-23 06:47:35,00:21:54,,Brooklyn Nine-Nine: Temporada 5: Despedida de solteiro(a) (Episódio 19),,Panasonic 2016 sLD8a TV Smart TV,00:21:43,Not latest view,BR (Brazil)
Alan ,2020-06-23 06:26:15,00:21:12,,Brooklyn Nine-Nine: Temporada 5: Gray Star Mutual (Episódio 18),,Panasonic 2016 sLD8a TV Smart TV,00:21:31,Not latest view,BR (Brazil)
Alan ,2020-06-23 06:04:48,00:21:20,,Brooklyn Nine-Nine: Temporada 5: DFW (Episódio 17),,Panasonic 2016 sLD8a TV Smart TV,00:21:38,Not latest view,BR (Brazil)
Alan ,2020-06-23 05:57:04,00:06:44,,Brooklyn Nine-Nine: Temporada 5: NutriBoom (Episódio 16),,Panasonic 2016 sLD8a TV Smart TV,00:21:09,Not latest view,BR (Brazil)
Alan ,2020-06-23 03:01:57,00:00:02,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 5: Despedida de solteiro(a) (Episódio 19),,Panasonic 2016 sLD8a TV Smart TV,00:00:02,Not latest view,BR (Brazil)
Alan ,2020-06-23 02:40:18,00:21:35,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 5: Gray Star Mutual (Episódio 18),,Panasonic 2016 sLD8a TV Smart TV,00:21:35,Not latest view,BR (Brazil)
Alan ,2020-06-23 02:18:31,00:21:42,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 5: DFW (Episódio 17),,Panasonic 2016 sLD8a TV Smart TV,00:21:42,Not latest view,BR (Brazil)
Alan ,2020-06-23 01:57:29,00:20:53,,Brooklyn Nine-Nine: Temporada 5: NutriBoom (Episódio 16),,Panasonic 2016 sLD8a TV Smart TV,00:21:12,Not latest view,BR (Brazil)
Alan ,2020-06-23 01:35:44,00:21:40,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 5: Palavras cruzadas (Episódio 15),,Panasonic 2016 sLD8a TV Smart TV,00:21:40,Not latest view,BR (Brazil)
Alan ,2020-06-23 01:15:45,00:19:22,,Brooklyn Nine-Nine: Temporada 5: Noite sem ópera (Episódio 14),,Panasonic 2016 sLD8a TV Smart TV,00:22:05,Not latest view,BR (Brazil)
Alan ,2020-06-22 17:40:20,00:10:02,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 5: Noite sem ópera (Episódio 14),,Panasonic 2016 sLD8a TV Smart TV,00:10:02,Not latest view,BR (Brazil)
Alan ,2020-06-22 17:23:26,00:16:43,,Brooklyn Nine-Nine: Temporada 5: Negociação (Episódio 13),,Panasonic 2016 sLD8a TV Smart TV,00:21:41,Not latest view,BR (Brazil)
Alan ,2020-06-22 06:48:51,00:04:41,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 5: Negociação (Episódio 13),,Panasonic 2016 sLD8a TV Smart TV,00:04:59,Not latest view,BR (Brazil)
Alan ,2020-06-22 06:27:17,00:21:27,,Brooklyn Nine-Nine: Temporada 5: Esconderijo (Episódio 12),,Panasonic 2016 sLD8a TV Smart TV,00:21:46,Not latest view,BR (Brazil)
Alan ,2020-06-22 06:05:41,00:21:26,,Brooklyn Nine-Nine: Temporada 5: Favor (Episódio 11),,Panasonic 2016 sLD8a TV Smart TV,00:21:43,Not latest view,BR (Brazil)
Alan ,2020-06-22 05:44:06,00:21:27,,Brooklyn Nine-Nine: Temporada 5: Noite de jogos (Episódio 10),,Panasonic 2016 sLD8a TV Smart TV,00:21:42,Not latest view,BR (Brazil)
Alan ,2020-06-22 05:21:57,00:21:52,,Brooklyn Nine-Nine: Temporada 5: 99 (Episódio 9),,Panasonic 2016 sLD8a TV Smart TV,00:21:42,Not latest view,BR (Brazil)
Alan ,2020-06-22 05:00:25,00:21:25,,Brooklyn Nine-Nine: Temporada 5: Livro roubado (Episódio 8),,Panasonic 2016 sLD8a TV Smart TV,00:21:42,Not latest view,BR (Brazil)
Alan ,2020-06-22 04:39:55,00:20:20,,Brooklyn Nine-Nine: Temporada 5: Torta e peru (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:21:44,Not latest view,BR (Brazil)
Alan ,2020-06-21 22:19:12,00:01:26,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 5: Torta e peru (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:01:26,Not latest view,BR (Brazil)
Alan ,2020-06-21 21:18:35,00:21:45,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 5: Sargento Manteiga de Amendoim (Episódio 6),,Panasonic 2016 sLD8a TV Smart TV,00:21:45,Not latest view,BR (Brazil)
Alan ,2020-06-21 20:52:29,00:21:45,,Brooklyn Nine-Nine: Temporada 5: Jogatina (Episódio 5),,Panasonic 2016 sLD8a TV Smart TV,00:21:45,Not latest view,BR (Brazil)
Alan ,2020-06-21 20:31:20,00:21:02,,Brooklyn Nine-Nine: Temporada 5: Roubo no Halloween (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:21:21,Not latest view,BR (Brazil)
Alan ,2020-06-21 20:09:49,00:21:23,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 5: Tênis novos (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:21:38,Not latest view,BR (Brazil)
Alan ,2020-06-21 19:48:00,00:21:41,,Brooklyn Nine-Nine: Temporada 5: Atrás das grades – Parte 2 (Episódio 2),,Panasonic 2016 sLD8a TV Smart TV,00:21:59,Not latest view,BR (Brazil)
Alan ,2020-06-21 18:57:27,00:21:20,,Brooklyn Nine-Nine: Temporada 5: Atrás das grades – Parte 1 (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:21:36,Not latest view,BR (Brazil)
Alan ,2020-06-21 18:36:21,00:20:58,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 4: Crime e punição (Episódio 22),,Panasonic 2016 sLD8a TV Smart TV,00:21:11,Not latest view,BR (Brazil)
Alan ,2020-06-21 18:24:32,00:11:39,,Brooklyn Nine-Nine: Temporada 4: O trabalho no banco (Episódio 21),,Panasonic 2016 sLD8a TV Smart TV,00:21:39,Not latest view,BR (Brazil)
Alan ,2020-06-21 05:58:11,02:15:41,,Forrest Gump,,Panasonic 2016 sLD8a TV Smart TV,02:15:41,Not latest view,BR (Brazil)
Alan ,2020-06-21 04:02:04,00:10:01,,Brooklyn Nine-Nine: Temporada 4: O trabalho no banco (Episódio 21),,Panasonic 2016 sLD8a TV Smart TV,00:10:01,Not latest view,BR (Brazil)
Alan ,2020-06-21 03:40:48,00:21:07,,Brooklyn Nine-Nine: Temporada 4: O matadouro (Episódio 20),,Panasonic 2016 sLD8a TV Smart TV,00:21:21,Not latest view,BR (Brazil)
Alan ,2020-06-21 03:18:59,00:21:44,,Brooklyn Nine-Nine: Temporada 4: Meritíssima (Episódio 19),,Panasonic 2016 sLD8a TV Smart TV,00:21:44,Not latest view,BR (Brazil)
Alan ,2020-06-21 02:57:20,00:21:32,,Brooklyn Nine-Nine: Temporada 4: Procurando a Amy (Episódio 18),,Panasonic 2016 sLD8a TV Smart TV,00:21:45,Not latest view,BR (Brazil)
Alan ,2020-06-21 02:16:35,00:20:42,,Brooklyn Nine-Nine: Temporada 4: Conferência de policiais (Episódio 17),,Panasonic 2016 sLD8a TV Smart TV,00:21:44,Not latest view,BR (Brazil)
Alan ,2020-06-20 02:13:20,00:00:46,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 4: Conferência de policiais (Episódio 17),,Panasonic 2016 sLD8a TV Smart TV,00:01:04,Not latest view,BR (Brazil)
Alan ,2020-06-20 01:52:21,00:20:49,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 4: Moo Moo (Episódio 16),,Panasonic 2016 sLD8a TV Smart TV,00:21:05,Not latest view,BR (Brazil)
Alan ,2020-06-20 01:30:43,00:21:28,,Brooklyn Nine-Nine: Temporada 4: O último caso (Episódio 15),,Panasonic 2016 sLD8a TV Smart TV,00:21:43,Not latest view,BR (Brazil)
Alan ,2020-06-20 01:08:55,00:21:38,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 4: Servir e Proteger (Episódio 14),,Panasonic 2016 sLD8a TV Smart TV,00:21:38,Not latest view,BR (Brazil)
Alan ,2020-06-20 00:47:14,00:21:27,,Brooklyn Nine-Nine: Temporada 4: O auditor (Episódio 13),,Panasonic 2016 sLD8a TV Smart TV,00:21:45,Not latest view,BR (Brazil)
Alan ,2020-06-20 00:25:24,00:21:43,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 4: O fugitivo - Parte 2 (Episódio 12),,Panasonic 2016 sLD8a TV Smart TV,00:21:43,Not latest view,BR (Brazil)
Alan ,2020-06-19 23:15:32,00:20:10,,Brooklyn Nine-Nine: Temporada 4: O fugitivo - Parte 1 (Episódio 11),,Panasonic 2016 sLD8a TV Smart TV,00:20:25,Not latest view,BR (Brazil)
Alan ,2020-06-19 22:36:12,00:21:07,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 4: Capitão Letônia (Episódio 10),,Panasonic 2016 sLD8a TV Smart TV,00:21:21,Not latest view,BR (Brazil)
Alan ,2020-06-19 22:14:30,00:21:30,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 4: Desminando (Episódio 9),,Panasonic 2016 sLD8a TV Smart TV,00:21:43,Not latest view,BR (Brazil)
Alan ,2020-06-19 21:47:14,00:22:47,,Brooklyn Nine-Nine: Temporada 4: O Ciclo do Fogo no Céu (Episódio 8),,Panasonic 2016 sLD8a TV Smart TV,00:21:43,Not latest view,BR (Brazil)
Alan ,2020-06-19 02:42:53,00:16:42,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 4: Desminando (Episódio 9),,Panasonic 2016 sLD8a TV Smart TV,00:16:42,Not latest view,BR (Brazil)
Alan ,2020-06-19 02:21:19,00:21:26,,Brooklyn Nine-Nine: Temporada 4: O Ciclo do Fogo no Céu (Episódio 8),,Panasonic 2016 sLD8a TV Smart TV,00:21:44,Not latest view,BR (Brazil)
Alan ,2020-06-19 02:14:02,00:07:05,,Brooklyn Nine-Nine: Temporada 4: Sr. Santiago (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:21:38,Not latest view,BR (Brazil)
Alan ,2020-06-19 02:13:39,00:00:08,,Brooklyn Nine-Nine: Temporada 4: Sr. Santiago (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:14:39,Not latest view,BR (Brazil)
Alan ,2020-06-18 19:46:39,00:14:32,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 4: Sr. Santiago (Episódio 7),,Panasonic 2016 sLD8a TV Smart TV,00:14:32,Not latest view,BR (Brazil)
Alan ,2020-06-18 19:11:58,00:21:13,,Brooklyn Nine-Nine: Temporada 4: O monstro do armário (Episódio 6),,Panasonic 2016 sLD8a TV Smart TV,00:21:13,Not latest view,BR (Brazil)
Alan ,2020-06-18 18:51:04,00:20:39,,Brooklyn Nine-Nine: Temporada 4: Halloween IV (Episódio 5),,Panasonic 2016 sLD8a TV Smart TV,00:20:54,Not latest view,BR (Brazil)
Alan ,2020-06-18 18:50:16,00:00:36,,Brooklyn Nine-Nine: Temporada 4: Turno da noite (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:00:36,Not latest view,BR (Brazil)
Alan ,2020-06-18 18:49:04,00:01:01,,Brooklyn Nine-Nine: Temporada 4: O monstro do armário (Episódio 6),,Panasonic 2016 sLD8a TV Smart TV,00:19:26,Not latest view,BR (Brazil)
Alan ,2020-06-18 13:17:55,00:19:18,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Temporada 4: O monstro do armário (Episódio 6),,Panasonic 2016 sLD8a TV Smart TV,00:19:18,Not latest view,BR (Brazil)
Alan ,2020-06-18 12:57:03,00:20:41,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 4: Halloween IV (Episódio 5),,Panasonic 2016 sLD8a TV Smart TV,00:20:56,Not latest view,BR (Brazil)
Alan ,2020-06-18 12:35:33,00:21:19,,Brooklyn Nine-Nine: Temporada 4: Turno da noite (Episódio 4),,Panasonic 2016 sLD8a TV Smart TV,00:21:35,Not latest view,BR (Brazil)
Alan ,2020-06-18 12:14:46,00:20:41,,Brooklyn Nine-Nine: Temporada 4: Coral Palms - Parte 3 (Episódio 3),,Panasonic 2016 sLD8a TV Smart TV,00:20:59,Not latest view,BR (Brazil)
Alan ,2020-06-18 12:11:22,00:03:10,,Brooklyn Nine-Nine: Temporada 4: Coral Palms - Parte 2 (Episódio 2),,Panasonic 2016 sLD8a TV Smart TV,00:21:41,Not latest view,BR (Brazil)
Alan ,2020-06-17 23:35:56,00:19:13,,Brooklyn Nine-Nine: Temporada 4: Coral Palms - Parte 2 (Episódio 2),,Panasonic 2016 sLD8a TV Smart TV,00:19:28,Not latest view,BR (Brazil)
Alan ,2020-06-17 23:14:25,00:21:23,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 4: Coral Palms - Parte 1 (Episódio 1),,Panasonic 2016 sLD8a TV Smart TV,00:21:39,Not latest view,BR (Brazil)
Alan ,2020-06-17 23:03:30,00:10:43,,Brooklyn Nine-Nine: Temporada 3: Greg e Larry (Episódio 23),,Panasonic 2016 sLD8a TV Smart TV,00:21:51,Not latest view,BR (Brazil)
Alan ,2020-06-17 20:23:30,00:10:53,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 3: Greg e Larry (Episódio 23),,Panasonic 2016 sLD8a TV Smart TV,00:11:10,Not latest view,BR (Brazil)
Alan ,2020-06-17 20:01:53,00:21:20,Autoplayed: user action: Unspecified; ,Brooklyn Nine-Nine: Temporada 3: FBI (Episódio 22),,Panasonic 2016 sLD8a TV Smart TV,00:21:38,Not latest view,BR (Brazil)
Alan ,2020-06-17 19:40:19,00:21:18,,Brooklyn Nine-Nine: Temporada 3: Segurança máxima (Episódio 21),,Panasonic 2016 sLD8a TV Smart TV,00:21:37,Not latest view,BR (Brazil)
Alan ,2020-06-17 19:20:56,00:19:05,,Brooklyn Nine-Nine: Temporada 3: Paranoia (Episódio 20),,Panasonic 2016 sLD8a TV Smart TV,00:21:23,Not latest view,BR (Brazil)
